mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_smote__k_neighbors,param_pca__n_components,param_clf__n_estimators,param_clf__max_depth,param_clf__learning_rate,param_clf__lambda,param_clf__alpha,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f2,split1_test_f2,split2_test_f2,split3_test_f2,mean_test_f2,std_test_f2,rank_test_f2
2293.9486882686615,10.70922499094317,25.71174043416977,6.425344880674053,3,,70,5,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9941438426172735,0.994676949346844,0.9947771573787182,0.9954545636741876,0.9947631282542557,0.00046616018183793476,90,0.9292041034540377,0.928120958337354,0.9338770017858876,0.9285478734183462,0.9299374842489063,0.002306969357307133,94
2286.6677921414375,24.777779863399864,29.645593523979187,8.175406071217038,9,,70,5,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9954305137465378,0.9936067275664279,0.9948653404467674,0.9949535235148168,0.9947140263186376,0.000674484920760585,94,0.928901922206554,0.93365514051569,0.9294849709545309,0.9283193075546228,0.9300903353078495,0.0020989978068202964,89
1658.7658247351646,509.9225781628384,8.7003333568573,3.619347090046277,3,0.95,70,5,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9866562984756354,0.992993454411358,0.986347657737463,0.9897346892148099,0.9889330249598166,0.0026924598449592084,137,0.8382707413706322,0.8230682234992053,0.8307557370507437,0.8306074750636109,0.830675544246048,0.005375160755878797,145
1053.4319159388542,19.149452848747565,7.093871593475342,2.4677066971261885,9,0.95,70,5,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9866603067969104,0.9938672684493007,0.9864719156969869,0.9867765481138844,0.9884440097642706,0.003133006320064191,142,0.8383289615200968,0.8216250714093523,0.8308581498749186,0.8304592350310753,0.8303178544588607,0.005917225301930409,150
1167.3133588433266,2.762367696604321,49.723031520843506,1.9638134349285092,3,,102,5,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9965969352375531,0.9954946468869372,0.9966811099843275,0.9966811099843275,0.9963634505232863,0.0005027797571271999,73,0.9305452008611114,0.9363736310139621,0.9405620381410043,0.9370692039775121,0.9361375184983975,0.0035977137732216093,76
1283.8259029388428,11.995583104960449,14.447334885597229,0.43175601642254346,9,,102,5,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9969616924735751,0.9946168245277196,0.9953984471763381,0.9966450350928527,0.9959054998176213,0.0009460763359314586,86,0.9324030907784977,0.9394540567144967,0.9353479122253275,0.9355023917684337,0.9356768628716889,0.0025061636886841115,80
1066.274723470211,74.51635276990127,6.218956112861633,0.13041982685169118,3,0.95,102,5,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9864879489820868,0.992993454411358,0.9930134960177328,0.9898789887807088,0.9905934720479717,0.0026917576665858693,129,0.8381625335796293,0.8230682234992053,0.8245828457158225,0.830633573531232,0.8291117940814723,0.005942806930205119,158
1064.3438955545425,80.99857686974259,7.1066343784332275,2.052338017310392,9,0.95,102,5,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9864919573033618,0.9939113599833254,0.9929573795198833,0.9927689884199599,0.9915324213066325,0.0029421603767897484,121,0.8382207490722424,0.8216511755057408,0.8246987494556917,0.8241790055425112,0.8271874198940465,0.006473569188298291,164
1462.9035557508469,17.10277009960034,39.759701669216156,3.211315624334143,3,,150,5,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9971741335011484,0.9960558118654327,0.9969657007948501,0.9980840224305658,0.9970699171479992,0.0007208573272129236,58,0.9360793305935572,0.9406358851055229,0.941751101821982,0.9396460180998548,0.9395280839052291,0.002125843364209046,58
1376.5628759264946,2.7178624018916917,47.920275807380676,3.975509970242663,9,,150,5,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9971581002160486,0.9949936067275664,0.9964085441376297,0.997342482994697,0.9964756835189854,0.0009244042935474749,67,0.9369216550429609,0.9396534102523337,0.9389856680836661,0.9381640763447429,0.9384312024309259,0.0010187386540730914,71
889.8849029541016,193.9606272337283,37.47024047374725,54.673165926178825,3,0.95,150,5,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9940436345853992,0.9929653961624332,0.993225937045306,0.9927008469582854,0.9932339536878559,0.0005029844311653358,117,0.8156018572418026,0.8230504357024864,0.824658243620481,0.8242754889372151,0.8218965063754963,0.003682421460374177,177
1159.4919046759605,115.5154123148907,50.14953035116196,76.88258642915834,9,0.95,150,5,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9939995430513746,0.9938833017344006,0.9933862698963047,0.9927890300263347,0.9935145361771036,0.0004780248732891041,101,0.8157024967369795,0.8216334253420504,0.8246256042505165,0.8241813823294916,0.8215357271647594,0.003556084708397144,185
1068.1703919768333,183.18023640874014,14.243047773838043,0.051618695081488475,3,,70,8,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9988496117940845,0.9988656450791844,0.9991502358897071,0.9981281139645904,0.9987484016818916,0.00037756359855798766,42,0.9656833149001702,0.9598722419821906,0.95990465224641,0.961227275394274,0.9616718711307612,0.002379657230654543,42
1102.017126262188,315.09230090394425,112.27780544757843,159.79081227390324,9,,70,8,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9992945354556059,0.9990580445003828,0.999038002894008,0.9974867825605958,0.9987193413526482,0.0007187340315043916,47,0.9657422120437609,0.9575115441057832,0.9616907229860292,0.956480362584212,0.9603562104299463,0.0036709760338861854,47
1307.3624790906906,17.04886147700256,6.0152751207351685,0.20157687831573773,3,0.95,70,8,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9840909728596566,0.9797459525975926,0.9786637058533516,0.9833213751748631,0.981455501621366,0.002299123432989447,191,0.8632684735698046,0.8687079201164589,0.868578722350646,0.8664595527412927,0.8667536671945506,0.0022013069253947128,100
1051.2796741724014,232.826227063313,5.8755844831466675,0.29083582420374376,9,0.95,70,8,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9837262156236347,0.9817420965925261,0.9782668820471299,0.9827521935538177,0.9816218469542772,0.0020601153144518066,185,0.8634148194899744,0.8679292888129447,0.8689901073014553,0.8643796391420016,0.866178463686594,0.0023368904246770217,114
1377.2254732847214,5.92551719830071,18.434076011180878,0.8756925197549233,3,,102,8,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9991662691748069,0.9993105687407057,0.9993105687407057,0.9989257698983088,0.9991782941386318,0.0001572468063374295,34,0.9685499939386215,0.9623905334763163,0.9626618086113612,0.9649761362853144,0.9646446180779034,0.002468516543748804,26
1358.185026228428,35.237161013518154,18.236632645130157,1.135313859850885,9,,102,8,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9993787102023801,0.9994909431980792,0.9992504439215812,0.999278502170506,0.9993496498731366,9.448825697235432e-05,23,0.9674515412810004,0.9607299504057849,0.9642465931454458,0.9620150294468802,0.9636107785697778,0.0025495737169296093,33
758.5150750875473,173.15002930904424,5.6297255754470825,0.2250577595220901,3,0.95,102,8,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.98549789362717,0.983209142179164,0.9835217912386114,0.9844316801680288,0.9841651268032435,0.0008909412653809532,169,0.8640888412789456,0.8675747082936905,0.8653860396941223,0.8672541184480199,0.8660759269286945,0.0014194131368397882,117
677.3004698753357,16.19077963558818,7.960959017276764,2.378414366828024,9,0.95,102,8,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9850409450018238,0.9818062297329255,0.9812049815416806,0.9839065900810082,0.9829896865893595,0.001551943565819527,181,0.8642634827410364,0.8679263200564675,0.8682192977976019,0.866193858099558,0.866650739673666,0.001580760603024774,101
926.0997456908226,1.473536741123914,25.085602402687073,0.47949307163859695,3,,150,8,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9992504439215812,0.9994588766278795,0.9993426353109054,0.999278502170506,0.999332614507718,8.019147359413771e-05,28,0.9738845764691635,0.9713381503025279,0.9722879772875288,0.9723408553913022,0.9724628898626306,0.0009126498104936177,10
799.1180068254471,27.724882482128287,23.246426582336426,2.2386099206247043,9,,150,8,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.999274493849231,0.9996192094788782,0.999278502170506,0.9993506519534554,0.9993807143630176,0.00014099095592020117,10,0.9736699036406584,0.9706182726228247,0.9735772278349026,0.9711323404881856,0.9722494361466428,0.0013864843869068,12
723.4393292665482,34.21158130671158,5.995497167110443,0.1805694240627467,3,0.95,150,8,0.007,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9858225676504423,0.9846120546254024,0.9844156468829289,0.9844477134531286,0.9848244956529755,0.0005810337867141885,154,0.8635577128346873,0.8675073739645371,0.8659221028685545,0.866559546794025,0.8658866841154509,0.0014581444960841683,132
716.7315126657486,40.35536817609745,5.764008820056915,0.17345338150821807,9,0.95,150,8,0.007,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 8, 'clf__learning_rate': 0.007, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9856341765505189,0.9832692669982884,0.9847202792998264,0.9850529699656487,0.9846691732035706,0.0008719060486751257,161,0.8637444886879354,0.8688065212817877,0.8653010303207055,0.8669094110849208,0.8661903628438374,0.0018797957381503695,109
764.604598402977,12.03398187985925,19.526828110218048,4.7127403976812605,3,,70,5,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9965488353822536,0.9954585719954626,0.9967171848758022,0.9966811099843275,0.9963514255594614,0.0005192855241506158,77,0.9310508569023291,0.9355312624782455,0.938622026676491,0.9349741150848442,0.9350445652854774,0.002692107633529864,87
784.4850836396217,0.3507435194405906,23.669862866401672,1.0875756596258523,9,,70,5,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.996969709116125,0.994564716351145,0.9954184887827129,0.9967171848758022,0.9959175247814462,0.0009779667322786121,81,0.9321876360943353,0.9394147971129062,0.9353575848792809,0.9346024119208395,0.9353906075018404,0.0026017047598937528,83
668.2734122872353,12.571705836429194,5.558412432670593,0.07677618490272416,3,0.95,70,5,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9864879489820868,0.992993454411358,0.9930134960177328,0.9898789887807088,0.9905934720479717,0.0026917576665858693,129,0.8381625335796293,0.8230687704120111,0.8245828457158225,0.830633573531232,0.8291119308096737,0.0059426678867917256,153
672.4023840427399,5.530856575319201,5.716302692890167,0.09569795013078754,9,0.95,70,5,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9864919573033618,0.9939113599833254,0.9929573795198833,0.9927689884199599,0.9915324213066325,0.0029421603767897484,121,0.8382207490722424,0.8216517200336133,0.8246987494556917,0.8241790055425112,0.8271875560260147,0.006473452770476637,161
793.885975420475,9.707510139499027,19.475296080112457,4.7097316066824675,3,,102,5,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9971581002160486,0.9958794457293341,0.9969456591884752,0.9980238976114414,0.9970017756863249,0.0007635352287365531,63,0.9353230987643923,0.9401355262122285,0.941640183876505,0.9391187850159205,0.9390543984672616,0.0023335523608799718,64
782.2236431837082,9.28832839827296,17.892048597335815,2.2973516399255636,9,,102,5,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9971741335011484,0.9949775734424665,0.9965087521695039,0.9971901667862483,0.9964626564748418,0.0009004259045418643,72,0.9373229162898928,0.9395913200942362,0.9386645523022031,0.9384312453319854,0.9385025085045794,0.000807509303791071,67
677.8057456612587,15.897846907210521,7.282960593700409,2.9542732408756636,3,0.95,102,5,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9940436345853992,0.9929653961624332,0.9932940785069805,0.9927008469582854,0.9932509890532746,0.0005035780139650821,113,0.8156018572418026,0.8230504357024864,0.8245446850194583,0.824274940257873,0.821867979555405,0.0036613079409315887,181
684.755762398243,3.351176938712719,6.839338302612305,1.0147863773528645,9,0.95,102,5,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9939995430513746,0.9938833017344006,0.9933862698963047,0.9927890300263347,0.9935145361771036,0.0004780248732891041,101,0.8157024967369795,0.8216334253420504,0.8246256042505165,0.8241813823294916,0.8215357271647594,0.003556084708397144,185
821.535434961319,13.122548648144706,22.059038639068604,4.2566373422013,3,,150,5,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.997226241677723,0.9969536758310252,0.9981040640369407,0.9979597644710418,0.9975609365041826,0.00048343495322829717,56,0.9381106189918484,0.9419137829698795,0.946309132919859,0.9426558472438035,0.9422473455313476,0.0029107027022507452,52
854.1183696985245,45.338859414966194,18.150310516357422,2.5152090537520726,9,,150,5,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9974907908818708,0.9976350904477695,0.9977793900136683,0.9983004717794141,0.9978014357806807,0.00030565256698289104,50,0.9390620059033116,0.9433621140565659,0.9433498209004546,0.9413531367854818,0.9417817694114535,0.0017703893736803968,55
698.6939784884453,15.34663286087719,5.6758769154548645,0.11713468349330595,3,0.95,150,5,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9940155763364745,0.993221928724031,0.9930455625879325,0.992756963456135,0.9932600077761432,0.00046673712896291587,109,0.8168850402664756,0.8230716493187961,0.8246621743072726,0.8242321057630422,0.8222127424138966,0.0031304822383731354,169
708.2873265743256,20.201845406845315,5.885360062122345,0.2653353423686977,9,0.95,150,5,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9939995430513746,0.9940556595492241,0.9931537872623567,0.9930295293028327,0.993559629791447,0.00047044762814475315,97,0.8171054938073905,0.8215880630242636,0.8247460084667173,0.8242060585010577,0.8219114059498572,0.0030208336567891614,173
760.023296058178,15.264532714098554,17.38592356443405,3.249043336426143,3,,70,8,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9991622608535319,0.9991342026046072,0.9992624688854062,0.9989217615770339,0.9991201734801448,0.0001240800437080536,40,0.9684618181931205,0.9618226648505358,0.9624177707773557,0.9646741865308239,0.9643441100879591,0.002604464422983486,29
771.3895382285118,12.78060307293472,20.406326234340668,3.835953994243628,9,,70,8,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9993987518087549,0.9994869348768043,0.9992584605641311,0.9993306103470806,0.9993686893991927,8.438920507544742e-05,14,0.9677638468507143,0.9600543645660076,0.962501602264637,0.9612031907223848,0.9628807511009358,0.0029491968232926986,39
667.1222289800644,8.768976973089403,5.588893711566925,0.23505511494392847,3,0.95,70,8,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9854698353782453,0.983209142179164,0.9835217912386114,0.984411638561654,0.9841531018394187,0.0008789541176726513,173,0.8640861049488414,0.8675740945881134,0.8653860396941223,0.8669982737134929,0.8660111282361425,0.0013705628727700742,121
671.6064169406891,16.509062496317267,5.6097798347473145,0.12289398725008305,9,0.95,70,8,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9854257438442205,0.9817420965925261,0.9812049815416806,0.9838785318320834,0.9830628384526278,0.0016914985176970372,178,0.8637050309162451,0.8679237527179536,0.8682186819243589,0.866193609493515,0.8665102687630182,0.0017948708094618385,106
809.2104410529137,41.127623313854286,27.92216658592224,6.1602258885231524,3,,102,8,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9992344106364813,0.9994588766278795,0.9993346186683555,0.9993386269896305,0.9993416332305867,7.95313467499087e-05,26,0.9734582388016573,0.9706681075424867,0.9720830490301199,0.9717997371280853,0.9720022831255872,0.000993400653017366,19
888.1496477723122,20.41867572855578,21.961856365203857,4.139548085306886,9,,102,8,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9993306103470806,0.9995751179448535,0.9992544522428561,0.9993546602747303,0.9993787102023801,0.00011927702723949617,12,0.9736424445215087,0.9695354938439599,0.9716792497690607,0.9710023461086688,0.9714648835607995,0.0014768386999702487,23
941.3450022339821,12.916725442029646,7.489914894104004,1.1047790067334708,3,0.95,102,8,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9858225676504423,0.9846120546254024,0.9844156468829289,0.9844477134531286,0.9848244956529755,0.0005810337867141885,154,0.8635577128346873,0.8669642170174048,0.8659221028685545,0.866559546794025,0.8657508948786679,0.0013196048827584478,133
905.19893181324,28.159004659458308,5.575571954250336,0.09691782824657413,9,0.95,102,8,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9856341765505189,0.9818382963031252,0.9847202792998264,0.9850529699656487,0.9843114305297798,0.0014648453834917809,165,0.8637444886879354,0.8680346377536773,0.8653010303207055,0.8669094110849208,0.8659973919618098,0.0016234717424425194,125
963.4799860715866,42.26462354134979,30.88913494348526,6.73534346553137,3,,150,8,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9994628849491545,0.9995630929810286,0.9994668932704294,0.999514993125729,0.9995019660815854,4.0815556804767523e-05,3,0.9765262739053061,0.9766792623089504,0.975075257565057,0.9761803537831686,0.9761152868906204,0.0006270712274651451,6
1007.7853439450264,54.989110125942545,28.112536132335663,5.665213150051993,9,,150,8,0.01,1.1,0.0,"{'smote__k_neighbors': 9, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.9994388350215047,0.9995991678725034,0.9994067684513049,0.9996031761937783,0.9995119868847728,8.991402635239902e-05,1,0.9776606189499307,0.9767795466990248,0.9775640899977025,0.9762175611276087,0.9770554541935665,0.0005922677813115617,3
977.3017212748528,4.594235131621866,8.535375714302063,0.2302493491047677,3,0.95,150,8,0.01,1.1,0.0,"{'smote__k_neighbors': 3, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 8, 'clf__learning_rate': 0.01, 'clf__lambda': 1.1, 'clf__alpha': 0}",0.985858642541917,0.9846240795892273,0.9853215274910715,0.9852974775634217,0.9852754317964094,0.00043789419395161354,150,0.8635347368805412,0.870310008857396,0.8622347903437168,0.8629523063269524,0.8647579606021516,0.003238375040675017,141
